Order NO,Order Date,Countries,Pie Flavor,Quantity,Price,Amount Sold,Slice Or Whole Pie,Pre-Order/In-Store Purchase,Organic?,,Pie Flavor,Quantity,,
11354,11/06/2021,Botswana,Strawberry Rhubarb,2," 5,160 ",10320.00,Slice,Pre-Order,Yes,,,,,
11355,23/09/2020,Burkina Faso,Apple,5," 6,729 ",33645.00,Slice,In-Store,Yes,,,,,
11356,15/10/2021,Burundi,Strawberry Rhubarb,2," 2,095 ",4190.00,Whole,In-Store,No,,,,,
11357,15/10/2021,Cabo Verde,Strawberry Rhubarb,3," 7,767 ",23301.00,Slice,Pre-Order,No,,,,,
11358,15/10/2021,Cameroon,Strawberry Rhubarb,3," 9,290 ",27870.00,Slice,Pre-Order,Yes,,,,,
11359,15/10/2021,Central African Republic,Pumpkin,4," 2,964 ",11856.00,Slice,In-Store,Yes,,,,,
11360,15/10/2021,Chad,Pumpkin,4," 4,609 ",18436.00,Whole,Pre-Order,No,,,,,
11361,15/10/2021,Comoros,Pumpkin,3," 7,110 ",21330.00,Whole,In-Store,No,,,,,
11362,15/10/2021,Congo,Pumpkin,4," 1,629 ",6516.00,Whole,In-Store,No,,,,,
11363,15/10/2021,Côte d'Ivoire,Pumpkin,2," 9,747 ",19494.00,Whole,In-Store,Yes,,,,,
11364,15/10/2021,Djibouti,Pumpkin,5," 7,892 ",39460.00,Whole,In-Store,No,,,,,
11365,30/07/2019,DR Congo,Pumpkin,2," 1,738 ",3476.00,Whole,Pre-Order,Yes,,,,,
11366,30/07/2019,Egypt,Pumpkin,3," 8,508 ",25524.00,Slice,In-Store,No,,,,,
11367,30/07/2019,Equatorial Guinea,Pumpkin,2," 7,775 ",15550.00,Whole,In-Store,No,,,,,
11368,30/07/2019,Eritrea,Pumpkin,3," 5,583 ",16749.00,Whole,In-Store,Yes,,,,,
11369,30/07/2019,Eswatini,Pumpkin,2," 8,223 ",16446.00,Whole,Pre-Order,Yes,,,,,
11370,30/07/2019,Ethiopia,Pumpkin,2," 9,432 ",18864.00,Slice,Pre-Order,Yes,,,,,
11371,30/07/2019,Gabon,Pumpkin,3," 6,079 ",18237.00,Slice,In-Store,Yes,,,,,
11372,30/07/2019,Gambia,Pumpkin,2," 1,997 ",3994.00,Slice,Pre-Order,No,,,,,
11373,10/10/2020,Ghana,Blueberry,4," 6,688 ",26752.00,Whole,In-Store,Yes,,,,,
11374,10/10/2020,Guinea,Apple,4," 7,218 ",28872.00,Whole,In-Store,No,,,,,
11375,10/10/2020,Guinea-Bissau,Cherry,2," 3,502 ",7004.00,Slice,Pre-Order,Yes,,,,,
11376,10/10/2020,Kenya,Blueberry,2," 7,083 ",14166.00,Whole,In-Store,No,,,,,
11377,10/10/2020,Lesotho,Apple,5," 1,243 ",6215.00,Slice,Pre-Order,Yes,,,,,
11378,10/10/2020,Liberia,Apple,4," 7,530 ",30120.00,Whole,In-Store,Yes,,,,,
11379,10/10/2020,Libya,Apple,5," 2,613 ",13065.00,Slice,In-Store,No,,,,,
11380,10/10/2020,Madagascar,Blueberry,2," 1,657 ",3314.00,Whole,In-Store,No,,,,,
11381,10/10/2020,Malawi,Blueberry,4," 2,688 ",10752.00,Whole,Pre-Order,Yes,,,,,
11382,10/10/2020,Mali,Apple,4," 8,567 ",34268.00,Whole,Pre-Order,Yes,,,,,
11383,10/10/2020,Mauritania,Apple,3," 6,108 ",18324.00,Whole,In-Store,Yes,,,,,
11384,10/10/2020,Mauritius,Apple,3," 7,980 ",23940.00,Slice,In-Store,Yes,,,,,
11385,10/10/2020,Morocco,Apple,2," 1,534 ",3068.00,Slice,Pre-Order,No,,,,,
11386,10/10/2020,Mozambique,Other,4," 2,874 ",11496.00,Whole,Pre-Order,No,,,,,
11387,11/02/2021,Namibia,Other,2," 1,449 ",2898.00,Slice,In-Store,No,,,,,
11388,11/02/2021,Niger,Strawberry Rhubarb,2," 1,107 ",2214.00,Whole,In-Store,No,,,,,
11389,11/02/2021,Nigeria,Other,1," 9,836 ",9836.00,Whole,Pre-Order,No,,,,,
11390,11/02/2021,Rwanda,Strawberry Rhubarb,1," 7,875 ",7875.00,Slice,Pre-Order,Yes,,,,,
11391,11/02/2021,Sao Tome & Principe,Strawberry Rhubarb,5," 6,796 ",33980.00,Whole,In-Store,Yes,,,,,
11392,11/02/2021,Senegal,Cherry,1," 1,433 ",1433.00,Slice,In-Store,Yes,,,,,
11393,11/02/2021,Seychelles,Strawberry Rhubarb,2," 4,082 ",8164.00,Whole,Pre-Order,No,,,,,
11394,11/02/2021,Sierra Leone,Cherry,2," 6,634 ",13268.00,Slice,In-Store,No,,,,,
11395,11/02/2021,Somalia,Strawberry Rhubarb,4," 4,408 ",17632.00,Whole,In-Store,Yes,,,,,
11396,11/02/2021,South Africa,Cherry,1," 1,816 ",1816.00,Whole,Pre-Order,Yes,,,,,
11397,11/02/2021,South Sudan,Cherry,1," 5,734 ",5734.00,Whole,In-Store,Yes,,,,,
11398,11/02/2021,Sudan,Strawberry Rhubarb,3," 5,504 ",16512.00,Slice,Pre-Order,No,,,,,
11399,20/04/2021,Tanzania,Pumpkin,3," 2,760 ",8280.00,Whole,In-Store,No,,,,,
11400,20/04/2021,Togo,Pumpkin,4," 2,466 ",9864.00,Slice,Pre-Order,Yes,,,,,
11401,20/04/2021,Tunisia,Pumpkin,2," 3,326 ",6652.00,Slice,In-Store,No,,,,,
11402,20/04/2021,Uganda,Pumpkin,2," 8,209 ",16418.00,Whole,In-Store,Yes,,,,,
11403,20/11/2021,Zambia,Pumpkin,2," 5,554 ",11108.00,Whole,Pre-Order,Yes,,,,,
11404,20/04/2021,Zimbabwe,Pumpkin,5," 8,451 ",42255.00,Whole,Pre-Order,Yes,,,,,
11405,20/04/2021,Algeria,Pumpkin,5," 6,777 ",33885.00,Whole,Pre-Order,No,,,,,
11406,20/04/2021,Angola,Fudge,4," 3,180 ",12720.00,Whole,Pre-Order,No,,,,,
11407,20/11/2021,Benin,Pumpkin,1," 6,561 ",6561.00,Slice,Pre-Order,No,,,,,
11408,20/11/2021,Botswana,Pumpkin,2," 1,127 ",2254.00,Slice,Pre-Order,Yes,,,,,
11409,20/04/2021,Burkina Faso,Pumpkin,2," 1,882 ",3764.00,Whole,In-Store,Yes,,,,,
11410,20/04/2021,Burundi,Pumpkin,3," 8,109 ",24327.00,Whole,Pre-Order,No,,,,,
11411,20/11/2021,Cabo Verde,Pumpkin,1," 7,418 ",7418.00,Whole,In-Store,Yes,,,,,
11412,20/11/2021,Cameroon,Pumpkin,5," 9,279 ",46395.00,Whole,Pre-Order,No,,,,,
11413,20/11/2021,Central African Republic,Pumpkin,4," 5,515 ",22060.00,Slice,In-Store,Yes,,,,,
11414,13/08/2020,Chad,Cherry,2," 2,911 ",5822.00,Whole,Pre-Order,No,,,,,
11415,13/08/2020,Comoros,Strawberry Rhubarb,1," 7,804 ",7804.00,Whole,In-Store,No,,,,,
11416,13/08/2020,Congo,Apple,3," 4,775 ",14325.00,Whole,In-Store,Yes,,,,,
11417,13/08/2020,Côte d'Ivoire,Apple,4," 1,514 ",6056.00,Whole,In-Store,No,,,,,
11418,13/08/2020,Djibouti,Apple,2," 2,453 ",4906.00,Whole,In-Store,No,,,,,
11419,13/08/2020,DR Congo,Apple,5," 5,120 ",25600.00,Slice,In-Store,Yes,,,,,
11420,11/10/2020,Egypt,Fudge,1," 3,279 ",3279.00,Slice,Pre-Order,Yes,,,,,
11421,11/10/2020,Equatorial Guinea,Apple,2," 5,711 ",11422.00,Whole,Pre-Order,Yes,,,,,
11422,11/10/2020,Eritrea,Fudge,3," 2,649 ",7947.00,Whole,In-Store,Yes,,,,,
11423,11/10/2020,Eswatini,Blueberry,1," 6,226 ",6226.00,Whole,Pre-Order,Yes,,,,,
11424,11/10/2020,Ethiopia,Apple,3," 9,957 ",29871.00,Slice,In-Store,No,,,,,
11425,23/12/2020,Gabon,Pumpkin,3," 7,331 ",21993.00,Slice,In-Store,Yes,,,,,
11426,23/12/2020,Gambia,Pumpkin,5," 4,029 ",20145.00,Whole,In-Store,No,,,,,
11427,23/12/2020,Ghana,Fudge,1," 6,778 ",6778.00,Whole,In-Store,No,,,,,
11428,23/12/2020,Guinea,Other,2," 5,332 ",10664.00,Whole,Pre-Order,No,,,,,
11429,23/12/2020,Guinea-Bissau,Apple,3," 4,372 ",13116.00,Whole,Pre-Order,No,,,,,
11430,23/12/2020,Kenya,Other,5," 4,435 ",22175.00,Slice,Pre-Order,No,,,,,
11431,22/01/2021,Lesotho,Cherry,3," 9,314 ",27942.00,Slice,Pre-Order,Yes,,,,,
11432,22/01/2021,Liberia,Strawberry Rhubarb,4," 9,583 ",38332.00,Slice,In-Store,No,,,,,
11433,22/01/2021,Libya,Cherry,4," 6,684 ",26736.00,Slice,In-Store,No,,,,,
11434,22/01/2021,Madagascar,Cherry,3," 3,821 ",11463.00,Whole,Pre-Order,No,,,,,
11435,22/01/2021,Malawi,Strawberry Rhubarb,1," 6,558 ",6558.00,Slice,Pre-Order,No,,,,,
11436,22/01/2021,Mali,Cherry,1," 1,943 ",1943.00,Slice,In-Store,Yes,,,,,
11437,22/01/2021,Mauritania,Cherry,5," 7,011 ",35055.00,Whole,In-Store,No,,,,,
11438,22/01/2021,Mauritius,Cherry,5," 2,622 ",13110.00,Slice,In-Store,Yes,,,,,
11439,22/01/2021,Morocco,Strawberry Rhubarb,2," 5,744 ",11488.00,Slice,Pre-Order,No,,,,,
11440,22/01/2021,Mozambique,Cherry,2," 2,812 ",5624.00,Whole,Pre-Order,No,,,,,
11441,22/01/2021,Namibia,Strawberry Rhubarb,2," 2,166 ",4332.00,Slice,Pre-Order,Yes,,,,,
11442,22/01/2021,Niger,Cherry,1," 7,929 ",7929.00,Slice,Pre-Order,Yes,,,,,
11443,22/01/2021,Nigeria,Cherry,1," 6,070 ",6070.00,Whole,In-Store,Yes,,,,,
11444,22/01/2021,Rwanda,Apple,3," 2,813 ",8439.00,Whole,Pre-Order,No,,,,,
11445,07/04/2021,Sao Tome & Principe,Pumpkin,1," 2,548 ",2548.00,Slice,Pre-Order,No,,,,,
11446,07/04/2021,Senegal,Pumpkin,4," 7,511 ",30044.00,Whole,In-Store,No,,,,,
11447,07/04/2021,Seychelles,Pumpkin,1," 6,347 ",6347.00,Slice,Pre-Order,Yes,,,,,
11448,07/04/2021,Sierra Leone,Pumpkin,1," 8,969 ",8969.00,Slice,In-Store,Yes,,,,,
11449,07/04/2021,Somalia,Pumpkin,2," 7,142 ",14284.00,Slice,In-Store,No,,,,,
11450,07/04/2021,South Africa,Pumpkin,4," 8,272 ",33088.00,Slice,Pre-Order,No,,,,,
11451,07/04/2021,South Sudan,Pumpkin,2," 8,121 ",16242.00,Slice,In-Store,Yes,,,,,
11452,07/04/2021,Sudan,Fudge,5," 9,630 ",48150.00,Slice,Pre-Order,No,,,,,
11453,07/04/2021,Tanzania,Fudge,1," 1,106 ",1106.00,Whole,Pre-Order,Yes,,,,,
11454,02/11/2021,Togo,Apple,5," 5,567 ",27835.00,Slice,In-Store,Yes,,,,,
11455,02/11/2021,Tunisia,Apple,3," 2,794 ",8382.00,Whole,Pre-Order,Yes,,,,,
11456,11/10/2019,Uganda,Apple,5," 1,368 ",6840.00,Whole,In-Store,No,,,,,
11457,11/10/2019,Zambia,Apple,2," 1,025 ",2050.00,Whole,In-Store,No,,,,,
11458,11/10/2019,Zimbabwe,Apple,2," 4,577 ",9154.00,Slice,Pre-Order,Yes,,,,,
11459,11/10/2019,Algeria,Apple,4," 5,435 ",21740.00,Whole,Pre-Order,Yes,,,,,
11460,11/10/2019,Angola,Apple,1," 4,750 ",4750.00,Whole,Pre-Order,No,,,,,
11461,11/10/2019,Benin,Apple,3," 7,998 ",23994.00,Whole,In-Store,Yes,,,,,
11462,11/10/2019,Botswana,Apple,3," 3,198 ",9594.00,Whole,In-Store,No,,,,,
11463,11/10/2019,Burkina Faso,Apple,2," 8,318 ",16636.00,Slice,In-Store,Yes,,,,,
11464,11/10/2019,Burundi,Apple,5," 3,298 ",16490.00,Slice,In-Store,Yes,,,,,
11465,11/10/2019,Cabo Verde,Cherry,5," 7,409 ",37045.00,Slice,In-Store,No,,,,,
11466,11/10/2019,Cameroon,Cherry,5," 5,196 ",25980.00,Slice,Pre-Order,Yes,,,,,
11467,11/10/2019,Central African Republic,Cherry,5," 6,366 ",31830.00,Whole,Pre-Order,No,,,,,
11468,11/10/2019,Chad,Cherry,2," 4,516 ",9032.00,Whole,Pre-Order,Yes,,,,,
11469,11/10/2019,Comoros,Apple,4," 7,434 ",29736.00,Slice,Pre-Order,Yes,,,,,
11470,11/10/2019,Congo,Other,2," 1,009 ",2018.00,Whole,Pre-Order,No,,,,,
11471,11/10/2019,Côte d'Ivoire,Pumpkin,4," 2,596 ",10384.00,Slice,Pre-Order,No,,,,,
11472,11/10/2019,Djibouti,Pumpkin,3," 4,966 ",14898.00,Slice,In-Store,Yes,,,,,
11473,30/04/2021,DR Congo,Apple,1," 9,297 ",9297.00,Whole,In-Store,No,,,,,
11474,30/04/2021,Egypt,Apple,2," 3,055 ",6110.00,Whole,In-Store,Yes,,,,,
11475,30/04/2021,Equatorial Guinea,Apple,2," 6,247 ",12494.00,Slice,In-Store,Yes,,,,,
11476,30/04/2021,Eritrea,Apple,4," 9,713 ",38852.00,Whole,In-Store,No,,,,,
11477,30/11/2021,Eswatini,Pumpkin,5," 3,427 ",17135.00,Whole,In-Store,No,,,,,
11478,30/04/2021,Ethiopia,Apple,5," 6,727 ",33635.00,Whole,Pre-Order,Yes,,,,,
11479,30/11/2021,Gabon,Pumpkin,1," 4,849 ",4849.00,Whole,In-Store,No,,,,,
11480,11/06/2021,Gambia,Pumpkin,2," 3,424 ",6848.00,Whole,Pre-Order,Yes,,,,,
11481,30/04/2020,Ghana,Apple,2," 7,145 ",14290.00,Whole,Pre-Order,No,,,,,
11482,30/04/2020,Guinea,Blueberry,1," 6,617 ",6617.00,Whole,Pre-Order,No,,,,,
11483,30/04/2020,Guinea-Bissau,Other,4," 5,772 ",23088.00,Whole,In-Store,Yes,,,,,
11484,30/11/2021,Kenya,Pumpkin,1," 7,924 ",7924.00,Slice,In-Store,No,,,,,
11485,30/11/2021,Lesotho,Pumpkin,3," 8,937 ",26811.00,Whole,Pre-Order,No,,,,,
11486,30/11/2021,Liberia,Apple,4," 8,919 ",35676.00,Slice,In-Store,Yes,,,,,
11487,30/04/2020,Libya,Other,5," 1,436 ",7180.00,Slice,In-Store,No,,,,,
11488,30/11/2021,Madagascar,Apple,2," 6,962 ",13924.00,Whole,Pre-Order,Yes,,,,,
11489,07/10/2020,Malawi,Cherry,1," 3,067 ",3067.00,Whole,Pre-Order,Yes,,,,,
11490,07/10/2020,Mali,Cherry,4," 2,216 ",8864.00,Whole,Pre-Order,Yes,,,,,
11491,07/10/2020,Mauritania,Cherry,5," 3,113 ",15565.00,Slice,Pre-Order,Yes,,,,,
11492,07/10/2020,Mauritius,Apple,4," 1,166 ",4664.00,Whole,Pre-Order,No,,,,,
11493,07/10/2020,Morocco,Cherry,2," 1,018 ",2036.00,Slice,In-Store,No,,,,,
11494,07/10/2020,Mozambique,Cherry,1," 4,133 ",4133.00,Whole,Pre-Order,Yes,,,,,
11495,07/10/2020,Namibia,Apple,4," 7,142 ",28568.00,Slice,Pre-Order,No,,,,,
11496,07/10/2020,Niger,Cherry,2," 4,443 ",8886.00,Whole,In-Store,Yes,,,,,
11497,07/10/2020,Nigeria,Apple,3," 9,164 ",27492.00,Whole,In-Store,Yes,,,,,
11498,19/11/2019,Rwanda,Apple,4," 2,070 ",8280.00,Whole,In-Store,Yes,,,,,
11499,19/11/2019,Sao Tome & Principe,Blueberry,1," 6,016 ",6016.00,Whole,Pre-Order,Yes,,,,,
11500,10/02/2021,Senegal,Apple,4," 8,792 ",35168.00,Whole,Pre-Order,Yes,,,,,
11501,10/02/2021,Seychelles,Apple,5," 6,128 ",30640.00,Slice,Pre-Order,Yes,,,,,
11502,08/05/2021,Sierra Leone,Fudge,4," 5,898 ",23592.00,Slice,In-Store,Yes,,,,,
11503,08/05/2021,Somalia,Fudge,4," 3,589 ",14356.00,Whole,In-Store,Yes,,,,,
11504,08/05/2021,South Africa,Blueberry,2," 5,170 ",10340.00,Slice,In-Store,Yes,,,,,
11505,08/05/2021,South Sudan,Fudge,3," 7,498 ",22494.00,Whole,Pre-Order,Yes,,,,,
11506,06/03/2020,Sudan,Blueberry,5," 3,247 ",16235.00,Whole,In-Store,Yes,,,,,
11507,06/03/2020,Tanzania,Apple,4," 5,468 ",21872.00,Whole,In-Store,Yes,,,,,
11508,14/07/2021,Togo,Strawberry Rhubarb,4," 1,452 ",5808.00,Slice,In-Store,Yes,,,,,
11509,07/09/2019,Tunisia,Strawberry Rhubarb,1," 2,101 ",2101.00,Slice,Pre-Order,Yes,,,,,
11510,07/09/2019,Uganda,Strawberry Rhubarb,1," 2,846 ",2846.00,Whole,Pre-Order,Yes,,,,,
11511,07/09/2019,Zambia,Cherry,1," 5,669 ",5669.00,Slice,In-Store,Yes,,,,,
11512,07/09/2019,Zimbabwe,Strawberry Rhubarb,2," 6,280 ",12560.00,Whole,In-Store,Yes,,,,,
11513,07/09/2019,Algeria,Cherry,4," 2,805 ",11220.00,Whole,Pre-Order,Yes,,,,,
11514,24/03/2020,Angola,Strawberry Rhubarb,2," 3,609 ",7218.00,Slice,In-Store,Yes,,,,,
11515,24/03/2020,Benin,Apple,3," 7,951 ",23853.00,Whole,In-Store,Yes,,,,,
11516,24/03/2020,Botswana,Apple,3," 1,356 ",4068.00,Whole,In-Store,Yes,,,,,
11517,24/03/2020,Burkina Faso,Apple,3," 3,465 ",10395.00,Slice,In-Store,Yes,,,,,
11518,24/03/2020,Burundi,Apple,5," 5,233 ",26165.00,Whole,Pre-Order,Yes,,,,,
11519,24/03/2020,Cabo Verde,Apple,4," 1,835 ",7340.00,Whole,In-Store,Yes,,,,,
11520,26/04/2021,Cameroon,Blueberry,3," 6,871 ",20613.00,Slice,Pre-Order,Yes,,,,,
11521,26/04/2021,Central African Republic,Apple,4," 4,951 ",19804.00,Whole,In-Store,Yes,,,,,
11522,26/11/2021,Chad,Apple,1," 4,721 ",4721.00,Whole,Pre-Order,Yes,,,,,
11523,26/04/2021,Comoros,Blueberry,1," 8,743 ",8743.00,Slice,Pre-Order,Yes,,,,,
11524,26/04/2021,Congo,Blueberry,3," 2,037 ",6111.00,Slice,In-Store,Yes,,,,,
11525,26/04/2021,Côte d'Ivoire,Other,1," 9,508 ",9508.00,Whole,In-Store,Yes,,,,,
11526,26/04/2021,Djibouti,Blueberry,1," 1,527 ",1527.00,Whole,Pre-Order,Yes,,,,,
11527,26/11/2021,DR Congo,Pumpkin,4," 9,258 ",37032.00,Whole,Pre-Order,Yes,,,,,
11528,26/04/2021,Egypt,Blueberry,4," 5,860 ",23440.00,Whole,In-Store,Yes,,,,,
11529,27/03/2020,Equatorial Guinea,Fudge,5," 3,141 ",15705.00,Whole,In-Store,Yes,,,,,
11530,27/03/2020,Eritrea,Fudge,4," 4,274 ",17096.00,Slice,Pre-Order,Yes,,,,,
11531,27/03/2020,Eswatini,Apple,2," 7,923 ",15846.00,Whole,Pre-Order,Yes,,,,,
11532,27/03/2020,Ethiopia,Fudge,1," 9,115 ",9115.00,Slice,Pre-Order,Yes,,,,,
11533,27/03/2020,Gabon,Blueberry,4," 9,864 ",39456.00,Slice,Pre-Order,Yes,,,,,
11534,27/03/2020,Gambia,Apple,5," 1,619 ",8095.00,Slice,Pre-Order,Yes,,,,,
11535,27/03/2020,Ghana,Blueberry,3," 8,424 ",25272.00,Slice,Pre-Order,Yes,,,,,
11536,27/03/2020,Guinea,Apple,3," 7,228 ",21684.00,Slice,In-Store,Yes,,,,,
11537,27/03/2020,Guinea-Bissau,Strawberry Rhubarb,3," 8,703 ",26109.00,Whole,Pre-Order,Yes,,,,,
11538,27/03/2020,Kenya,Blueberry,1," 2,714 ",2714.00,Whole,In-Store,Yes,,,,,
11539,27/03/2020,Lesotho,Apple,5," 5,902 ",29510.00,Whole,Pre-Order,Yes,,,,,
11540,27/03/2020,Liberia,Blueberry,1," 5,065 ",5065.00,Whole,In-Store,Yes,,,,,
11541,27/03/2020,Libya,Blueberry,1," 8,559 ",8559.00,Slice,In-Store,Yes,,,,,
11542,27/03/2020,Madagascar,Blueberry,2," 9,072 ",18144.00,Slice,In-Store,Yes,,,,,
11543,27/03/2020,Malawi,Blueberry,4," 8,613 ",34452.00,Slice,Pre-Order,Yes,,,,,
11544,27/03/2020,Mali,Blueberry,1," 9,760 ",9760.00,Slice,In-Store,Yes,,,,,
11545,11/02/2021,Mauritania,Cherry,4," 4,392 ",17568.00,Whole,Pre-Order,Yes,,,,,
11546,11/02/2021,Mauritius,Cherry,4," 2,997 ",11988.00,Whole,In-Store,Yes,,,,,
11547,11/02/2021,Morocco,Cherry,4," 4,750 ",19000.00,Slice,In-Store,Yes,,,,,
11548,11/02/2021,Mozambique,Strawberry Rhubarb,3," 7,268 ",21804.00,Slice,Pre-Order,Yes,,,,,
11549,11/02/2021,Namibia,Cherry,4," 7,330 ",29320.00,Whole,Pre-Order,Yes,,,,,
11550,11/02/2021,Niger,Strawberry Rhubarb,5," 9,851 ",49255.00,Whole,Pre-Order,Yes,,,,,
11551,11/02/2021,Nigeria,Cherry,5," 2,350 ",11750.00,Whole,In-Store,Yes,,,,,
11552,11/02/2021,Rwanda,Cherry,1," 5,888 ",5888.00,Slice,Pre-Order,Yes,,,,,
11553,11/02/2021,Sao Tome & Principe,Apple,2," 4,247 ",8494.00,Whole,Pre-Order,Yes,,,,,
11554,11/02/2021,Senegal,Cherry,5," 3,643 ",18215.00,Whole,Pre-Order,Yes,,,,,
11555,11/02/2021,Seychelles,Strawberry Rhubarb,3," 8,893 ",26679.00,Slice,Pre-Order,Yes,,,,,
11556,11/02/2021,Sierra Leone,Apple,2," 7,966 ",15932.00,Slice,Pre-Order,Yes,,,,,
11557,11/02/2021,Somalia,Apple,5," 5,691 ",28455.00,Slice,Pre-Order,Yes,,,,,
11558,11/02/2021,South Africa,Apple,4," 4,920 ",19680.00,Slice,Pre-Order,Yes,,,,,
11559,06/08/2021,South Sudan,Pumpkin,1," 3,686 ",3686.00,Slice,In-Store,Yes,,,,,
11560,06/08/2021,Sudan,Pumpkin,3," 1,784 ",5352.00,Slice,In-Store,Yes,,,,,
11561,06/08/2021,Tanzania,Strawberry Rhubarb,5," 8,381 ",41905.00,Slice,In-Store,Yes,,,,,
11562,06/08/2021,Togo,Strawberry Rhubarb,1," 9,325 ",9325.00,Whole,Pre-Order,Yes,,,,,
11563,06/08/2021,Tunisia,Pumpkin,4," 9,716 ",38864.00,Whole,In-Store,Yes,,,,,
11564,06/08/2021,Uganda,Strawberry Rhubarb,3," 9,205 ",27615.00,Slice,Pre-Order,Yes,,,,,
11565,06/08/2021,Zambia,Strawberry Rhubarb,2," 3,110 ",6220.00,Slice,Pre-Order,Yes,,,,,
11566,06/08/2021,Zimbabwe,Strawberry Rhubarb,3," 7,804 ",23412.00,Whole,Pre-Order,Yes,,,,,
11567,04/09/2019,Algeria,Strawberry Rhubarb,3," 4,974 ",14922.00,Slice,Pre-Order,Yes,,,,,
11568,04/09/2019,Angola,Cherry,4," 9,415 ",37660.00,Whole,In-Store,Yes,,,,,
11569,04/09/2019,Benin,Cherry,2," 4,148 ",8296.00,Slice,Pre-Order,Yes,,,,,
11570,04/09/2019,Botswana,Strawberry Rhubarb,3," 4,050 ",12150.00,Whole,In-Store,Yes,,,,,
11571,04/09/2019,Burkina Faso,Cherry,5," 9,787 ",48935.00,Whole,Pre-Order,Yes,,,,,
11572,04/09/2019,Burundi,Cherry,2," 8,913 ",17826.00,Slice,In-Store,Yes,,,,,
11573,04/09/2019,Cabo Verde,Cherry,4," 6,419 ",25676.00,Whole,In-Store,Yes,,,,,
11574,04/09/2019,Cameroon,Strawberry Rhubarb,4," 7,636 ",30544.00,Slice,In-Store,Yes,,,,,
11575,04/09/2019,Central African Republic,Cherry,1," 5,353 ",5353.00,Slice,Pre-Order,Yes,,,,,
11576,04/09/2019,Chad,Strawberry Rhubarb,2," 4,049 ",8098.00,Whole,Pre-Order,Yes,,,,,
11577,31/01/2021,Comoros,Pumpkin,4," 3,070 ",12280.00,Whole,Pre-Order,Yes,,,,,
11578,25/11/2021,Congo,Pumpkin,1," 1,614 ",1614.00,Slice,In-Store,Yes,,,,,
11579,25/11/2021,Côte d'Ivoire,Pumpkin,4," 6,611 ",26444.00,Whole,In-Store,Yes,,,,,
11580,25/04/2021,Djibouti,Cherry,3," 6,315 ",18945.00,Slice,Pre-Order,Yes,,,,,
11581,25/11/2021,DR Congo,Fudge,1," 5,317 ",5317.00,Slice,In-Store,Yes,,,,,
11582,25/11/2021,Egypt,Apple,5," 7,605 ",38025.00,Whole,Pre-Order,Yes,,,,,
11583,25/11/2021,Equatorial Guinea,Pumpkin,5," 1,507 ",7535.00,Slice,Pre-Order,Yes,,,,,
11584,25/04/2021,Eritrea,Other,4," 9,976 ",39904.00,Slice,Pre-Order,Yes,,,,,
11585,25/04/2021,Eswatini,Cherry,1," 1,648 ",1648.00,Whole,In-Store,Yes,,,,,
11586,25/04/2021,Ethiopia,Other,1," 9,346 ",9346.00,Slice,Pre-Order,Yes,,,,,
11587,25/11/2021,Gabon,Other,3," 4,560 ",13680.00,Slice,In-Store,Yes,,,,,
11588,25/11/2021,Gambia,Pumpkin,3," 4,321 ",12963.00,Slice,Pre-Order,Yes,,,,,
11589,25/04/2021,Ghana,Apple,5," 9,791 ",48955.00,Whole,In-Store,Yes,,,,,
11590,31/10/2019,Guinea,Cherry,4," 2,804 ",11216.00,Whole,Pre-Order,Yes,,,,,
11591,31/10/2019,Guinea-Bissau,Cherry,3," 6,476 ",19428.00,Whole,Pre-Order,Yes,,,,,
11592,31/10/2019,Kenya,Cherry,5," 1,400 ",7000.00,Slice,Pre-Order,Yes,,,,,
11593,31/10/2019,Lesotho,Strawberry Rhubarb,4," 8,960 ",35840.00,Slice,In-Store,Yes,,,,,
11594,31/10/2019,Liberia,Cherry,5," 6,076 ",30380.00,Slice,Pre-Order,Yes,,,,,
11595,31/10/2019,Libya,Apple,1," 5,627 ",5627.00,Slice,Pre-Order,Yes,,,,,
11596,31/10/2019,Madagascar,Cherry,4," 2,274 ",9096.00,Whole,Pre-Order,Yes,,,,,
11597,31/10/2019,Malawi,Cherry,2," 7,280 ",14560.00,Slice,Pre-Order,Yes,,,,,
11598,31/10/2019,Mali,Apple,3," 2,811 ",8433.00,Whole,In-Store,Yes,,,,,
11599,31/10/2019,Mauritania,Cherry,4," 7,613 ",30452.00,Slice,Pre-Order,Yes,,,,,
11600,31/10/2019,Mauritius,Apple,4," 7,811 ",31244.00,Slice,In-Store,Yes,,,,,
11601,31/10/2019,Morocco,Apple,5," 1,102 ",5510.00,Whole,In-Store,Yes,,,,,
11602,31/10/2019,Mozambique,Apple,5," 7,937 ",39685.00,Whole,In-Store,Yes,,,,,
11603,31/10/2019,Namibia,Apple,4," 8,238 ",32952.00,Slice,Pre-Order,Yes,,,,,
11604,31/10/2019,Niger,Apple,2," 3,874 ",7748.00,Slice,In-Store,Yes,,,,,
11605,31/10/2019,Nigeria,Apple,1," 8,630 ",8630.00,Slice,Pre-Order,Yes,,,,,
11606,31/10/2019,Rwanda,Apple,5," 3,556 ",17780.00,Whole,Pre-Order,Yes,,,,,
11607,30/06/2020,Sao Tome & Principe,Apple,4," 4,410 ",17640.00,Slice,Pre-Order,Yes,,,,,
11608,30/06/2020,Senegal,Apple,2," 7,772 ",15544.00,Slice,In-Store,Yes,,,,,
