Order NO,Order Date,Countries,Pie Flavor,Quantity,Price,Amount Sold,Slice Or Whole Pie,Pre-Order/In-Store Purchase,Organic?,,,,,,,,,,,,,Pie Flavor,Quantity,,
11391,44238,Sao Tome & Principe,Strawberry Rhubarb,5,6796,33980,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11392,44238,Senegal,Cherry,1,1433,1433,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11393,44238,Seychelles,Strawberry Rhubarb,2,4082,8164,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11394,44238,Sierra Leone,Cherry,2,6634,13268,Slice,In-Store,No,,,,,,,,,,,,,,,,
11395,44238,Somalia,Strawberry Rhubarb,4,4408,17632,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11396,44238,South Africa,Cherry,1,1816,1816,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11397,44238,South Sudan,Cherry,1,5734,5734,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11398,44238,Sudan,Strawberry Rhubarb,3,5504,16512,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11399,44306,Tanzania,Pumpkin,3,2760,8280,Whole,In-Store,No,,,,,,,,,,,,,,,,
11400,44306,Togo,Pumpkin,4,2466,9864,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11401,44306,Tunisia,Pumpkin,2,3326,6652,Slice,In-Store,No,,,,,,,,,,,,,,,,
11402,44306,Uganda,Pumpkin,2,8209,16418,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11403,44520,Zambia,Pumpkin,2,5554,11108,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11404,44306,Zimbabwe,Pumpkin,5,8451,42255,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11405,44306,Algeria,Pumpkin,5,6777,33885,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11406,44306,Angola,Fudge,4,3180,12720,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11407,44520,Benin,Pumpkin,1,6561,6561,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11408,44520,Botswana,Pumpkin,2,1127,2254,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11409,44306,Burkina Faso,Pumpkin,2,1882,3764,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11410,44306,Burundi,Pumpkin,3,8109,24327,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11411,44520,Cabo Verde,Pumpkin,1,7418,7418,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11412,44520,Cameroon,Pumpkin,5,9279,46395,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11413,44520,Central African Republic,Pumpkin,4,5515,22060,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11414,44056,Chad,Cherry,2,2911,5822,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11415,44056,Comoros,Strawberry Rhubarb,1,7804,7804,Whole,In-Store,No,,,,,,,,,,,,,,,,
11416,44056,Congo,Apple,3,4775,14325,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11417,44056,Côte d'Ivoire,Apple,4,1514,6056,Whole,In-Store,No,,,,,,,,,,,,,,,,
11418,44056,Djibouti,Apple,2,2453,4906,Whole,In-Store,No,,,,,,,,,,,,,,,,
11419,44056,DR Congo,Apple,5,5120,25600,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11420,44115,Egypt,Fudge,1,3279,3279,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11421,44115,Equatorial Guinea,Apple,2,5711,11422,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11422,44115,Eritrea,Fudge,3,2649,7947,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11423,44115,Eswatini,Blueberry,1,6226,6226,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11424,44115,Ethiopia,Apple,3,9957,29871,Slice,In-Store,No,,,,,,,,,,,,,,,,
11425,44188,Gabon,Pumpkin,3,7331,21993,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11426,44188,Gambia,Pumpkin,5,4029,20145,Whole,In-Store,No,,,,,,,,,,,,,,,,
11427,44188,Ghana,Fudge,1,6778,6778,Whole,In-Store,No,,,,,,,,,,,,,,,,
11428,44188,Guinea,Other,2,5332,10664,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11429,44188,Guinea-Bissau,Apple,3,4372,13116,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11430,44188,Kenya,Other,5,4435,22175,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11431,44218,Lesotho,Cherry,3,9314,27942,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11432,44218,Liberia,Strawberry Rhubarb,4,9583,38332,Slice,In-Store,No,,,,,,,,,,,,,,,,
11433,44218,Libya,Cherry,4,6684,26736,Slice,In-Store,No,,,,,,,,,,,,,,,,
11434,44218,Madagascar,Cherry,3,3821,11463,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11435,44218,Malawi,Strawberry Rhubarb,1,6558,6558,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11436,44218,Mali,Cherry,1,1943,1943,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11437,44218,Mauritania,Cherry,5,7011,35055,Whole,In-Store,No,,,,,,,,,,,,,,,,
11438,44218,Mauritius,Cherry,5,2622,13110,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11439,44218,Morocco,Strawberry Rhubarb,2,5744,11488,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11440,44218,Mozambique,Cherry,2,2812,5624,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11441,44218,Namibia,Strawberry Rhubarb,2,2166,4332,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11442,44218,Niger,Cherry,1,7929,7929,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11443,44218,Nigeria,Cherry,1,6070,6070,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11444,44218,Rwanda,Apple,3,2813,8439,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11445,44293,Sao Tome & Principe,Pumpkin,1,2548,2548,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11446,44293,Senegal,Pumpkin,4,7511,30044,Whole,In-Store,No,,,,,,,,,,,,,,,,
11447,44293,Seychelles,Pumpkin,1,6347,6347,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11448,44293,Sierra Leone,Pumpkin,1,8969,8969,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11449,44293,Somalia,Pumpkin,2,7142,14284,Slice,In-Store,No,,,,,,,,,,,,,,,,
11450,44293,South Africa,Pumpkin,4,8272,33088,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11451,44293,South Sudan,Pumpkin,2,8121,16242,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11452,44293,Sudan,Fudge,5,9630,48150,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11453,44293,Tanzania,Fudge,1,1106,1106,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11454,44502,Togo,Apple,5,5567,27835,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11455,44502,Tunisia,Apple,3,2794,8382,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11456,43749,Uganda,Apple,5,1368,6840,Whole,In-Store,No,,,,,,,,,,,,,,,,
11457,43749,Zambia,Apple,2,1025,2050,Whole,In-Store,No,,,,,,,,,,,,,,,,
11458,43749,Zimbabwe,Apple,2,4577,9154,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11459,43749,Algeria,Apple,4,5435,21740,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11460,43749,Angola,Apple,1,4750,4750,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11461,43749,Benin,Apple,3,7998,23994,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11462,43749,Botswana,Apple,3,3198,9594,Whole,In-Store,No,,,,,,,,,,,,,,,,
11463,43749,Burkina Faso,Apple,2,8318,16636,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11464,43749,Burundi,Apple,5,3298,16490,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11465,43749,Cabo Verde,Cherry,5,7409,37045,Slice,In-Store,No,,,,,,,,,,,,,,,,
11466,43749,Cameroon,Cherry,5,5196,25980,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11467,43749,Central African Republic,Cherry,5,6366,31830,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11468,43749,Chad,Cherry,2,4516,9032,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11469,43749,Comoros,Apple,4,7434,29736,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11470,43749,Congo,Other,2,1009,2018,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11471,43749,Côte d'Ivoire,Pumpkin,4,2596,10384,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11472,43749,Djibouti,Pumpkin,3,4966,14898,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11473,44316,DR Congo,Apple,1,9297,9297,Whole,In-Store,No,,,,,,,,,,,,,,,,
11474,44316,Egypt,Apple,2,3055,6110,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11475,44316,Equatorial Guinea,Apple,2,6247,12494,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11476,44316,Eritrea,Apple,4,9713,38852,Whole,In-Store,No,,,,,,,,,,,,,,,,
11477,44530,Eswatini,Pumpkin,5,3427,17135,Whole,In-Store,No,,,,,,,,,,,,,,,,
11478,44316,Ethiopia,Apple,5,6727,33635,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11479,44530,Gabon,Pumpkin,1,4849,4849,Whole,In-Store,No,,,,,,,,,,,,,,,,
11480,44358,Gambia,Pumpkin,2,3424,6848,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11481,43951,Ghana,Apple,2,7145,14290,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11482,43951,Guinea,Blueberry,1,6617,6617,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11483,43951,Guinea-Bissau,Other,4,5772,23088,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11484,44530,Kenya,Pumpkin,1,7924,7924,Slice,In-Store,No,,,,,,,,,,,,,,,,
11485,44530,Lesotho,Pumpkin,3,8937,26811,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11486,44530,Liberia,Apple,4,8919,35676,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11487,43951,Libya,Other,5,1436,7180,Slice,In-Store,No,,,,,,,,,,,,,,,,
11488,44530,Madagascar,Apple,2,6962,13924,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11489,44111,Malawi,Cherry,1,3067,3067,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11490,44111,Mali,Cherry,4,2216,8864,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11491,44111,Mauritania,Cherry,5,3113,15565,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11492,44111,Mauritius,Apple,4,1166,4664,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11493,44111,Morocco,Cherry,2,1018,2036,Slice,In-Store,No,,,,,,,,,,,,,,,,
11494,44111,Mozambique,Cherry,1,4133,4133,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11495,44111,Namibia,Apple,4,7142,28568,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11496,44111,Niger,Cherry,2,4443,8886,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11497,44111,Nigeria,Apple,3,9164,27492,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11498,43788,Rwanda,Apple,4,2070,8280,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11499,43788,Sao Tome & Principe,Blueberry,1,6016,6016,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11500,44237,Senegal,Apple,4,8792,35168,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11501,44237,Seychelles,Apple,5,6128,30640,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11502,44324,Sierra Leone,Fudge,4,5898,23592,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11503,44324,Somalia,Fudge,4,3589,14356,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11504,44324,South Africa,Blueberry,2,5170,10340,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11505,44324,South Sudan,Fudge,3,7498,22494,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11506,43896,Sudan,Blueberry,5,3247,16235,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11507,43896,Tanzania,Apple,4,5468,21872,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11508,44391,Togo,Strawberry Rhubarb,4,1452,5808,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11509,43715,Tunisia,Strawberry Rhubarb,1,2101,2101,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11510,43715,Uganda,Strawberry Rhubarb,1,2846,2846,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11511,43715,Zambia,Cherry,1,5669,5669,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11512,43715,Zimbabwe,Strawberry Rhubarb,2,6280,12560,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11513,43715,Algeria,Cherry,4,2805,11220,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11514,43914,Angola,Strawberry Rhubarb,2,3609,7218,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11515,43914,Benin,Apple,3,7951,23853,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11516,43914,Botswana,Apple,3,1356,4068,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11517,43914,Burkina Faso,Apple,3,3465,10395,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11518,43914,Burundi,Apple,5,5233,26165,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11519,43914,Cabo Verde,Apple,4,1835,7340,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11520,44312,Cameroon,Blueberry,3,6871,20613,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11521,44312,Central African Republic,Apple,4,4951,19804,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11522,44526,Chad,Apple,1,4721,4721,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11523,44312,Comoros,Blueberry,1,8743,8743,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11524,44312,Congo,Blueberry,3,2037,6111,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11525,44312,Côte d'Ivoire,Other,1,9508,9508,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11526,44312,Djibouti,Blueberry,1,1527,1527,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11527,44526,DR Congo,Pumpkin,4,9258,37032,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11528,44312,Egypt,Blueberry,4,5860,23440,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11529,43917,Equatorial Guinea,Fudge,5,3141,15705,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11530,43917,Eritrea,Fudge,4,4274,17096,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11531,43917,Eswatini,Apple,2,7923,15846,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11532,43917,Ethiopia,Fudge,1,9115,9115,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11533,43917,Gabon,Blueberry,4,9864,39456,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11534,43917,Gambia,Apple,5,1619,8095,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11535,43917,Ghana,Blueberry,3,8424,25272,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11536,43917,Guinea,Apple,3,7228,21684,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11537,43917,Guinea-Bissau,Strawberry Rhubarb,3,8703,26109,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11538,43917,Kenya,Blueberry,1,2714,2714,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11539,43917,Lesotho,Apple,5,5902,29510,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11540,43917,Liberia,Blueberry,1,5065,5065,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11541,43917,Libya,Blueberry,1,8559,8559,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11542,43917,Madagascar,Blueberry,2,9072,18144,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11543,43917,Malawi,Blueberry,4,8613,34452,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11544,43917,Mali,Blueberry,1,9760,9760,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11545,44238,Mauritania,Cherry,4,4392,17568,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11546,44238,Mauritius,Cherry,4,2997,11988,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11547,44238,Morocco,Cherry,4,4750,19000,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11548,44238,Mozambique,Strawberry Rhubarb,3,7268,21804,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11549,44238,Namibia,Cherry,4,7330,29320,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11550,44238,Niger,Strawberry Rhubarb,5,9851,49255,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11551,44238,Nigeria,Cherry,5,2350,11750,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11552,44238,Rwanda,Cherry,1,5888,5888,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11553,44238,Sao Tome & Principe,Apple,2,4247,8494,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11554,44238,Senegal,Cherry,5,3643,18215,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11555,44238,Seychelles,Strawberry Rhubarb,3,8893,26679,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11556,44238,Sierra Leone,Apple,2,7966,15932,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11557,44238,Somalia,Apple,5,5691,28455,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11558,44238,South Africa,Apple,4,4920,19680,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11559,44414,South Sudan,Pumpkin,1,3686,3686,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11560,44414,Sudan,Pumpkin,3,1784,5352,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11561,44414,Tanzania,Strawberry Rhubarb,5,8381,41905,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11562,44414,Togo,Strawberry Rhubarb,1,9325,9325,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11563,44414,Tunisia,Pumpkin,4,9716,38864,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11564,44414,Uganda,Strawberry Rhubarb,3,9205,27615,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11565,44414,Zambia,Strawberry Rhubarb,2,3110,6220,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11566,44414,Zimbabwe,Strawberry Rhubarb,3,7804,23412,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11567,43712,Algeria,Strawberry Rhubarb,3,4974,14922,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11568,43712,Angola,Cherry,4,9415,37660,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11569,43712,Benin,Cherry,2,4148,8296,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11570,43712,Botswana,Strawberry Rhubarb,3,4050,12150,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11571,43712,Burkina Faso,Cherry,5,9787,48935,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11572,43712,Burundi,Cherry,2,8913,17826,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11573,43712,Cabo Verde,Cherry,4,6419,25676,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11574,43712,Cameroon,Strawberry Rhubarb,4,7636,30544,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11575,43712,Central African Republic,Cherry,1,5353,5353,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11576,43712,Chad,Strawberry Rhubarb,2,4049,8098,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11577,44227,Comoros,Pumpkin,4,3070,12280,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11578,44525,Congo,Pumpkin,1,1614,1614,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11579,44525,Côte d'Ivoire,Pumpkin,4,6611,26444,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11580,44311,Djibouti,Cherry,3,6315,18945,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11581,44525,DR Congo,Fudge,1,5317,5317,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11582,44525,Egypt,Apple,5,7605,38025,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11583,44525,Equatorial Guinea,Pumpkin,5,1507,7535,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11584,44311,Eritrea,Other,4,9976,39904,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11585,44311,Eswatini,Cherry,1,1648,1648,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11586,44311,Ethiopia,Other,1,9346,9346,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11587,44525,Gabon,Other,3,4560,13680,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11588,44525,Gambia,Pumpkin,3,4321,12963,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11589,44311,Ghana,Apple,5,9791,48955,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11590,43769,Guinea,Cherry,4,2804,11216,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11591,43769,Guinea-Bissau,Cherry,3,6476,19428,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11592,43769,Kenya,Cherry,5,1400,7000,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11593,43769,Lesotho,Strawberry Rhubarb,4,8960,35840,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11594,43769,Liberia,Cherry,5,6076,30380,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11595,43769,Libya,Apple,1,5627,5627,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11596,43769,Madagascar,Cherry,4,2274,9096,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11597,43769,Malawi,Cherry,2,7280,14560,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11598,43769,Mali,Apple,3,2811,8433,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11599,43769,Mauritania,Cherry,4,7613,30452,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11600,43769,Mauritius,Apple,4,7811,31244,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11601,43769,Morocco,Apple,5,1102,5510,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11602,43769,Mozambique,Apple,5,7937,39685,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11603,43769,Namibia,Apple,4,8238,32952,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11604,43769,Niger,Apple,2,3874,7748,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11605,43769,Nigeria,Apple,1,8630,8630,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11606,43769,Rwanda,Apple,5,3556,17780,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11607,44012,Sao Tome & Principe,Apple,4,4410,17640,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11608,44012,Senegal,Apple,2,7772,15544,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11609,44012,Seychelles,Apple,1,6880,6880,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11610,44012,Sierra Leone,Apple,3,3772,11316,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11611,44012,Somalia,Apple,3,4049,12147,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11612,44012,South Africa,Apple,1,7554,7554,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11613,44012,South Sudan,Apple,2,7704,15408,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11614,44292,Sudan,Cherry,3,1527,4581,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11615,44292,Tanzania,Apple,2,2379,4758,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11616,44292,Togo,Cherry,4,2501,10004,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11617,44506,Tunisia,Fudge,3,9541,28623,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11618,44292,Uganda,Cherry,3,1211,3633,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11619,44292,Zambia,Apple,2,8829,17658,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11620,44506,Zimbabwe,Other,5,5635,28175,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11621,44506,Algeria,Apple,3,7851,23553,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11622,44226,Angola,Pumpkin,5,2521,12605,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11623,44226,Benin,Pumpkin,5,2496,12480,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11624,44226,Botswana,Pumpkin,4,1674,6696,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11625,44226,Burkina Faso,Pumpkin,4,3380,13520,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11626,44226,Burundi,Pumpkin,2,9863,19726,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11627,44226,Cabo Verde,Pumpkin,5,1465,7325,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
11628,44226,Cameroon,Pumpkin,4,6477,25908,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11629,44226,Central African Republic,Pumpkin,4,3177,12708,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11630,44226,Chad,Pumpkin,3,9207,27621,Whole,Pre-Order,No,,,,,,,,,,,,,,,,
11631,44226,Comoros,Pumpkin,4,3769,15076,Whole,In-Store,No,,,,,,,,,,,,,,,,
11632,44226,Congo,Pumpkin,4,9300,37200,Slice,In-Store,No,,,,,,,,,,,,,,,,
11633,44226,Côte d'Ivoire,Pumpkin,5,6493,32465,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
11634,44226,Djibouti,Fudge,2,7821,15642,Whole,In-Store,No,,,,,,,,,,,,,,,,
11635,44273,DR Congo,Strawberry Rhubarb,3,8352,25056,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11636,44273,Egypt,Strawberry Rhubarb,3,9089,27267,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
11637,44273,Equatorial Guinea,Cherry,5,5209,26045,Slice,Pre-Order,No,,,,,,,,,,,,,,,,
11638,44273,Eritrea,Strawberry Rhubarb,5,2270,11350,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
11639,44273,Eswatini,Cherry,4,8652,34608,Slice,In-Store,No,,,,,,,,,,,,,,,,
11640,44273,Ethiopia,Strawberry Rhubarb,2,7745,15490,Slice,In-Store,No,,,,,,,,,,,,,,,,
